sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::00360,"Tower, Air Force",0.0,content_diversity,hears you loud and clear,is ready for landing,wants to know if we are good to go,sees no obstacles in our way,plans to go home now,-0.012,0.971,-0.054,2.263,0.453,4.998,1.000,-0.233,16.490,0.569
test.enc.prompt.txt::00364,Leave my daughter,1.0,content_diversity,a note and I'll make sure she gets it.,at the alter and you're a dead man.,alone or I will make sure you regret it.,something in the fridge she can eat for dinner.,at school by 8 am so she isn't late.,-0.025,0.954,-0.053,3.330,0.666,4.991,0.998,-0.126,36.523,0.664
test.enc.prompt.txt::00364,Leave my daughter,0.0,content_diversity,food that she can easily cook for supper.,something to eat because she will be hungry.,some snacks or something to munch on.,an easy meal she can make for herself.,A slice or two of pizza shecn have for dinner.,-0.031,0.950,-0.253,2.577,0.515,4.957,0.991,-0.406,28.249,0.614
test.enc.prompt.txt::00365,What do you,1.0,content_diversity,think is the purpose of his visit?,suppose we should do about it?,mean by that?,want to do when we go camping?,like the most about hiking?,-0.013,0.971,-0.134,2.882,0.576,4.999,1.000,-0.319,20.413,0.619
test.enc.prompt.txt::00365,What do you,0.0,content_diversity,think is the best resolution?,suggest we do to handle this?,feel is the proper route to take?,hope to achieve by handling this?,fear you will lose if you don't come up with a solution?,-0.024,0.960,-0.331,2.098,0.420,4.882,0.976,-0.533,24.215,0.563
test.enc.prompt.txt::00367,Nor will there,1.0,content_diversity,be light in your house.,be someone to pick you up at the airport.,be people to support you.,be money in your checking account.,your mom telling you what to do.,-0.056,0.930,-0.317,2.086,0.417,4.826,0.965,-0.152,16.827,0.455
test.enc.prompt.txt::00368,Now since we've,0.0,content_diversity,"messed up, let's try it again.","failed the experiment, let's restart.","failed, let's reboot the system.","messed it up, let's reboot the system.","failed, let's try again tomorrow.",-0.117,0.810,-0.552,2.126,0.425,4.983,0.997,-0.656,24.985,0.520
test.enc.prompt.txt::00369,Thank you for,1.0,content_diversity,Telling me I have the best smile you have seen all day,Stopping to help that older woman cross the street,Helping to watch the kids while I run errands,taking me out to dinner,all the work you have done for the team.,-0.038,0.940,-0.057,2.561,0.512,4.993,0.999,-0.112,27.938,0.621
test.enc.prompt.txt::00369,Thank you for,0.0,content_diversity,allowing me to go out alone.,"saving my sanity, by not having my wild kids while I am running errands.",letting me run an errand with no meltdowns.,giving time to myself to get things done.,knowing I needed some time to myself.,-0.032,0.946,-0.299,1.967,0.393,4.678,0.936,-0.515,30.369,0.620
test.enc.prompt.txt::00370,* CBS said,1.0,content_diversity,They had bad news this evening,They were actively reporting the story,the news was delayed until tomorrow,the suspect was still at large,the politician was going to appear on the news tomorrow,-0.049,0.934,-0.134,1.902,0.380,4.888,0.978,-0.246,21.881,0.644
test.enc.prompt.txt::00371,With all due,1.0,content_diversity,"respect, no.","respect, you are wrong.","respect, that's a lie.","respect, you are a robot.","respect, that isn't a car.",-0.095,0.873,-0.448,1.736,0.347,4.941,0.988,-0.559,16.066,0.473
test.enc.prompt.txt::00372,"Mr. President, how",1.0,content_diversity,do you do it. You're incredible.,do you manage to make a fool out of yourself every time you go in front of an audience?,are you doing this morning? It was a busy day yesterday.,come you didn't invite your wife to the ceremony?,are you going to fix the U.S. economy?,-0.043,0.943,-0.233,1.867,0.267,4.991,0.998,-0.100,42.118,0.629
test.enc.prompt.txt::00372,"Mr. President, how",0.0,content_diversity,come every time you go on stage I have to hear about it afterwards?,do you manage to be such an entertaining character?,did you get to office?,do you live with yourself?,are you going to spend the holidays? Golfing I presume?,-0.048,0.953,-0.206,1.968,0.328,4.964,0.993,-0.234,29.540,0.603
test.enc.prompt.txt::00373,It's got to,1.0,content_diversity,"be right, I mean I went over it a hundred times.",the biggest highlight of my career.,be perfect with 100% precision.,the most hilarious thing I've ever seen.,be drilled into your mind that that is the way it's done.,-0.014,0.971,-0.145,2.743,0.549,4.629,0.926,-0.361,31.289,0.602
test.enc.prompt.txt::00374,His name's David,1.0,content_diversity,so he must be the one we are looking for,he was named from the Bible,he is named after his father,that must be a family name because it is not a modern name,he is the convict I heard about,-0.044,0.932,-0.077,2.103,0.421,4.998,1.000,-0.286,30.228,0.720
test.enc.prompt.txt::00374,His name's David,0.0,content_diversity,he is the one that escaped from prison,he spent most of his life in prision,he has not had a good life outside of prison bars,the guy who escaped from prision,the man you read about who escaped from prision,-0.076,0.892,-0.352,2.369,0.474,4.681,0.936,-0.374,25.802,0.614
test.enc.prompt.txt::00375,"Ted, we're taking",1.0,content_diversity,taking your life,your kids away,a stool sample,the house,off a leg,-0.013,0.571,-0.142,2.633,0.527,4.992,0.998,-0.182,11.393,0.814
test.enc.prompt.txt::00375,"Ted, we're taking",0.0,content_diversity,your breath away,everything you hold dear including your life,your existence,everything and going to kill you,soul,-0.024,0.958,0.059,2.040,0.408,4.953,0.991,-0.264,13.931,0.732
test.enc.prompt.txt::00376,I've never used,0.0,content_diversity,I get lost a lot but still haven't take the time to figure out the GPS.,I use maps instead of the GPS.,"I sometimes pull up Google maps on my phone, but don't use the GPS.","I have a great sense of direction, so I just drive off and don't try to figure out how to get somewhere.",I need to have my brother show me how to set up the GPS in my car.,-0.079,0.901,-0.347,2.458,0.492,4.002,0.800,-0.299,55.425,0.623
test.enc.prompt.txt::00377,The word is,1.0,content_diversity,not to be spoken,not up for discussion,easy to spell,simple to memorize,fun to say,-0.042,0.753,-0.173,2.052,0.410,4.336,0.867,-0.310,12.941,0.761
test.enc.prompt.txt::00377,The word is,0.0,content_diversity,is not to be debated,is not for you to ask questions about,final,the only thing you need to worry about,the one and only truth,-0.030,0.932,-0.071,2.883,0.577,4.529,0.906,-0.387,15.855,0.587
test.enc.prompt.txt::00378,"Elaine, I'm going",1.0,content_diversity,so be ready when I get back,so you wont see me ever again,I will be back later,and don't come looking for me when you feel bad,to the supermarket,-0.020,0.956,-0.074,2.492,0.498,4.969,0.994,-0.180,25.558,0.752
test.enc.prompt.txt::00378,"Elaine, I'm going",0.0,content_diversity,make sure you are fully dressed when I get back,make sure you have your shoes on when I return,make sure you have showered by the time I get back,I will see you when I return,I expect that you will be ready to go when I get back,-0.162,0.804,-0.457,2.575,0.515,4.851,0.970,-0.539,32.327,0.634
test.enc.prompt.txt::00380,"So you see,",1.0,content_diversity,I am beautiful.,he got away!,I am right!,there is a lot to live for.,"it is a plane, not a bird.",-0.034,0.934,-0.286,1.836,0.367,4.763,0.953,-0.239,12.903,0.445
test.enc.prompt.txt::00380,"So you see,",0.0,content_diversity,I’m attractive.,my looks are the finest!,there’s nobody better looking than me.,I am cute.,my parents blessed me with great genetics!,-0.006,0.983,-0.338,2.360,0.472,4.440,0.888,-0.510,20.968,0.655
test.enc.prompt.txt::00381,For the best,1.0,content_diversity,my new job is just too stressfull,this exercises are just killing,i have to deprive myself sleep just to make good grades,here i go again to take that painful injection i hate hospitals,i have no choice but to swallow the bitter pills,-0.028,0.955,-0.150,3.245,0.649,4.995,0.999,-0.363,33.462,0.744
test.enc.prompt.txt::00381,For the best,0.0,content_diversity,i have no choice but to go to gym,i have some new clothes i must try on not with all this fat,well the physiotherapist recommended it,at least the ladies will love my new abs,my self esteem would finally be restored after this,-0.015,0.960,-0.115,2.333,0.467,4.997,0.999,-0.242,30.812,0.670
test.enc.prompt.txt::00382,I guess this,1.0,content_diversity,hat is too big for your head,movie has a runtime of 3 hours,isn't the first time someone has told you that,is where I get off,time his luck ran out.,-0.009,0.982,-0.011,2.246,0.449,4.883,0.977,-0.130,23.469,0.652
test.enc.prompt.txt::00382,I guess this,0.0,content_diversity,ain't your first rodeo,is something you're used to hearing,is a commonplace event for you,doesn't come as a surprise to you.,is probably the 700th time you've heard this today.,-0.018,0.969,-0.100,2.422,0.484,4.394,0.879,-0.318,25.252,0.601
test.enc.prompt.txt::00383,Elaine! Ted's a,0.0,content_diversity,"sharp guy, he teaches engineering","intellectual, he is very bright","genious, he has a really high IQ.",valedictorian of his class,intelligent man,-0.011,0.983,-0.135,2.133,0.427,4.579,0.916,-0.394,16.240,0.601
test.enc.prompt.txt::00384,"Meet me onboard,",0.0,content_diversity,you scurvy soul.,or I'll keelhaul you.,or Bluebeard's ghost will stalk the boards.,and we'll split up the booty.,"ye wretched cur, before I send ye to the briny deep.",-0.017,0.968,-0.188,2.342,0.468,4.801,0.960,-0.253,30.670,0.713
test.enc.prompt.txt::00386,My career is,1.0,content_diversity,so great that i can never imagine switching,coming to it's peak,making me get close to celebrities,very nice that i usually have time for myself,continually going to an end,-0.020,0.968,-0.020,2.605,0.521,4.966,0.993,-0.255,21.755,0.640
test.enc.prompt.txt::00386,My career is,0.0,content_diversity,i really like meeting celebrities,i also like meeting new people,makes me feel like i am a celebrity,commands respect for me,work with people i never thought of,-0.043,0.939,-0.182,2.588,0.518,4.959,0.992,-0.347,19.643,0.655
test.enc.prompt.txt::00387,"Come on up,",1.0,content_diversity,I'm in the bedroom.,I am waiting for you.,you are the next person in line.,what would you like to order today?,I am excited to see you.,-0.042,0.936,-0.267,2.275,0.455,4.653,0.931,-0.272,23.393,0.650
test.enc.prompt.txt::00387,"Come on up,",0.0,content_diversity,I am on the bed waiting for you.,I am all alone.,the bed is warm and ready for you.,the door to my room is open.,I'm in the back bedroom.,-0.045,0.922,-0.365,2.720,0.544,4.920,0.984,-0.327,21.891,0.561
test.enc.prompt.txt::00388,A couple eggs,1.0,content_diversity,hatched yesterday on the farm.,would make the perfect size omelette.,will be needed for this cake.,were violently thrown at the house.,were colored by the kids for Easter.,-0.026,0.967,-0.224,2.151,0.430,4.990,0.998,-0.155,19.262,0.550
test.enc.prompt.txt::00388,A couple eggs,0.0,content_diversity,can be fun to play around with on holiday.,were scattered around the yard for the children.,"were colored red, white and blue.",could be seen by the youngsters.,turned into toys for the group of kids.,-0.025,0.956,-0.224,2.555,0.511,4.519,0.904,-0.355,24.612,0.572
test.enc.prompt.txt::00389,He's carrying a,0.0,content_diversity,bag of enchanted stones out of plain view,bag of unusual trinkets unbeknownst to his peers,bag with high quality items in a secret compartment,bag with sacred jewels hidden,"bag with ideal jewels, stowed away",-0.055,0.936,-0.252,1.533,0.307,4.933,0.987,-0.587,24.008,0.649
test.enc.prompt.txt::00390,"Whenever your're ready,",0.0,content_diversity,and let the party start,and speak the truth,and grill me some steaks,and then let's get outta here,and lets get moving,-0.051,0.950,-0.208,1.874,0.375,4.548,0.910,-0.169,16.177,0.622
test.enc.prompt.txt::00391,You folks need,0.0,content_diversity,to clean up a little bit.,to freshen up.,to make sure you are tidy before going out.,focus on your hygiene for many reasons.,to clean yourselves before going on the bus.,-0.042,0.937,-0.321,2.523,0.505,4.938,0.988,-0.484,21.212,0.558
test.enc.prompt.txt::00392,"Say, isn't that",0.0,content_diversity,something you've told me a million times.,information which is of no use to me at all.,interesting and absolutely worthless.,about the dumbest thing I've ever heard.,"nice, if it actually had any impact on me whatsoever.",-0.007,0.989,-0.124,3.243,0.649,4.914,0.983,-0.343,30.729,0.640
test.enc.prompt.txt::00393,"You're tired, Striker,",0.0,content_diversity,why don't you take a nap before you leave.,you should go lay down and try to sleep.,a good night's sleep would do you some good.,take the day off and rest up.,go home and go to bed.,-0.030,0.940,-0.241,3.508,0.702,4.908,0.982,-0.690,30.762,0.628
test.enc.prompt.txt::00394,No. I mean,0.0,content_diversity,it's all good.,it all worked out for the best.,its great!,there are no more problems.,this is wonderful.,-0.004,0.990,-0.356,2.193,0.439,4.619,0.924,-0.644,14.640,0.542
test.enc.prompt.txt::00395,"Shep, sit...sit! So,",1.0,content_diversity,what were we talking about again?,let's get back to work everyone.,we can move on to something else now.,"there is nothing to see here, let's keep going.",did you see that fireball in the sky last night?,-0.016,0.974,-0.082,2.549,0.510,4.999,1.000,-0.240,32.288,0.659
test.enc.prompt.txt::00395,"Shep, sit...sit! So,",0.0,content_diversity,I saw a big bright light in the sky last night.,did you hear a huge boom outside?,I have no idea what that fireball was.,let me go ahead and report the fireball to the local news.,there is no explanation to that fireball yesterday.,-0.024,0.956,-0.261,2.632,0.526,4.951,0.990,-0.313,29.352,0.576
test.enc.prompt.txt::00396,...but after...awhile...you begin,1.0,content_diversity,to get tired of the whole thing,"to get used to it, and it gets easier and easier","to bleed, and you have to go to the hospital",to understand why she did the things she did,to know what your true life's passion is,-0.051,0.923,-0.219,2.152,0.430,4.999,1.000,-0.162,30.997,0.633
test.enc.prompt.txt::00396,...but after...awhile...you begin,0.0,content_diversity,to get weary of doing it over and over,to realize the whole thing is very tiring and dull,to get more and more sleepy and drained,to not want to do it anymore,to become tired of the drudgery,-0.051,0.924,-0.314,2.127,0.425,4.084,0.817,-0.684,28.064,0.702
test.enc.prompt.txt::00397,"Captain, how soon",1.0,content_diversity,do we shit out?,until we leave?,until we line up for formation?,until chow time?,is quitting time?,-0.044,0.933,-0.348,1.829,0.366,4.986,0.997,-0.407,11.635,0.485
test.enc.prompt.txt::00397,"Captain, how soon",0.0,content_diversity,can we be relived from duty?,can I stop thinking of taking this uniform off?,until you release your control of us?,until the end of the day?,do you want us to leave your presence?,-0.018,0.961,-0.264,2.243,0.449,4.855,0.971,-0.430,24.678,0.602
